gsm	tissue	type	cluster
GSM428296	H1_cell_line	H3K36me3	3
GSM432392	H1_cell_line	H3K4me3	13
GSM433167	H1_cell_line	H3K27me3	3
GSM433170	H1_cell_line	H3K4me3	3
GSM433171	H1_cell_line	H3K9ac	9
GSM433174	H1_cell_line	H3K9me3	2
GSM433176	H1_cell_line	H3K36me3	11
GSM433177	H1_cell_line	H3K4me1	6
GSM433179	H1_cell_line	ChIP-Seq_input	11
GSM434762	H1_cell_line	H3K4me1	5
GSM434776	H1_cell_line	H3K27me3	5
GSM434785	H1_cell_line	H3K9ac	3
GSM438363	IMR90_cell_line	mRNA-Seq	13
GSM450236	H1_cell_line	MRE-Seq	13
GSM450239	H1_cell_line	smRNA-Seq	5
GSM450266	H1_cell_line	H3K9me3	13
GSM450268	H1_cell_line	H3K36me3	5
GSM450270	H1_cell_line	ChIP-Seq_input	3
GSM466732	H1_cell_line	H3K27ac	7
GSM466734	H1_cell_line	H3K27me3	5
GSM466737	H1_cell_line	H3K36me3	5
GSM466739	H1_cell_line	H3K4me1	6
GSM468792	IMR90_cell_line	DNase_hypersensitivity	7
GSM468801	IMR90_cell_line	DNase_hypersensitivity	7
GSM469965	IMR90_cell_line	H3K18ac	6
GSM469966	IMR90_cell_line	H3K27ac	13
GSM469967	IMR90_cell_line	H3K27ac	13
GSM469968	IMR90_cell_line	H3K27me3	5
GSM469970	IMR90_cell_line	H3K4me3	13
GSM469971	H1_cell_line	H3K4me3	6
GSM469973	IMR90_cell_line	H3K9ac	5
GSM469974	IMR90_cell_line	H3K9me3	7
GSM469975	IMR90_cell_line	H4K5ac	5
GSM484408	H1_cell_line	mRNA-Seq	13
GSM486702	CD34_primary_cells	ChIP-Seq_input	11
GSM486704	CD34_primary_cells	H3K27me3	6
GSM486705	CD34_primary_cells	H3K36me3	13
GSM486706	CD34_primary_cells	H3K27me3	7
GSM486707	CD34_primary_cells	H3K4me1	5
GSM486708	CD34_primary_cells	H3K4me1	7
GSM486709	CD34_primary_cells	H3K4me3	5
GSM486710	CD34_primary_cells	H3K9me3	7
GSM486711	CD34_primary_cells	H3K4me3	10
GSM486712	CD34_primary_cells	H3K9me3	10
GSM486714	CD34_primary_cells	H3K36me3	6
GSM493384	CD34_mobilized_primary_cells	DNase_hypersensitivity	5
GSM493385	kidney_fetal	DNase_hypersensitivity	6
GSM493386	CD34_mobilized_primary_cells	DNase_hypersensitivity	7
GSM493387	CD34_primary_cells	DNase_hypersensitivity	9
GSM493615	breast_luminal_epithelial_cells	MeDIP-Seq	5
GSM493617	breast_luminal_epithelial_cells	MRE-Seq	13
GSM493620	breast_luminal_epithelial_cells	MRE-Seq	13
GSM493624	breast_myoepithelial_cells	MRE-Seq	13
GSM493626	breast_stem_cells	MRE-Seq	13
GSM521866	IMR90_cell_line	H2AK5ac	5
GSM521868	IMR90_cell_line	H2AK5ac	13
GSM521869	IMR90_cell_line	H2BK120ac	6
GSM521870	IMR90_cell_line	H2BK120ac	6
GSM521871	IMR90_cell_line	H2BK12ac	6
GSM521873	IMR90_cell_line	H2BK12ac	6
GSM521874	IMR90_cell_line	H2BK12ac	6
GSM521875	IMR90_cell_line	H2BK15ac	6
GSM521877	IMR90_cell_line	H2BK15ac	6
GSM521878	IMR90_cell_line	H2BK15ac	6
GSM521879	IMR90_cell_line	H2BK20ac	6
GSM521880	IMR90_cell_line	H2BK20ac	6
GSM521881	IMR90_cell_line	H3K14ac	6
GSM521883	IMR90_cell_line	H3K14ac	6
GSM521884	IMR90_cell_line	H3K18ac	6
GSM521885	IMR90_cell_line	H3K23ac	6
GSM521886	IMR90_cell_line	H3K23ac	6
GSM521887	IMR90_cell_line	H3K27ac	13
GSM521889	IMR90_cell_line	H3K27me3	6
GSM521890	IMR90_cell_line	H3K36me3	5
GSM521892	IMR90_cell_line	H3K36me3	5
GSM521893	IMR90_cell_line	H3K4ac	5
GSM521894	IMR90_cell_line	H3K4ac	6
GSM521895	IMR90_cell_line	H3K4me1	5
GSM521897	IMR90_cell_line	H3K4me1	5
GSM521898	IMR90_cell_line	H3K4me1	13
GSM521899	IMR90_cell_line	H3K4me2	5
GSM521900	IMR90_cell_line	H3K4me2	6
GSM521901	IMR90_cell_line	H3K4me3	5
GSM521902	IMR90_cell_line	H3K56ac	6
GSM521903	IMR90_cell_line	H3K56ac	6
GSM521904	IMR90_cell_line	H3K79me1	6
GSM521906	IMR90_cell_line	H3K79me1	6
GSM521907	IMR90_cell_line	H3K79me1	5
GSM521908	IMR90_cell_line	H3K79me1	6
GSM521909	IMR90_cell_line	H3K79me2	5
GSM521911	IMR90_cell_line	H3K79me2	5
GSM521912	IMR90_cell_line	H3K9ac	13
GSM521913	IMR90_cell_line	H3K9me3	10
GSM521914	IMR90_cell_line	H3K9me3	7
GSM521915	IMR90_cell_line	H4K20me1	7
GSM521917	IMR90_cell_line	H4K20me1	13
GSM521918	IMR90_cell_line	H4K5ac	6
GSM521919	IMR90_cell_line	H4K8ac	6
GSM521921	IMR90_cell_line	H4K8ac	6
GSM521922	IMR90_cell_line	H4K8ac	6
GSM521923	IMR90_cell_line	H4K8ac	6
GSM521924	IMR90_cell_line	H4K91ac	6
GSM521925	IMR90_cell_line	H4K91ac	13
GSM521926	IMR90_cell_line	ChIP-Seq_input	6
GSM521927	IMR90_cell_line	ChIP-Seq_input	5
GSM521928	IMR90_cell_line	ChIP-Seq_input	7
GSM521929	IMR90_cell_line	ChIP-Seq_input	7
GSM521930	IMR90_cell_line	ChIP-Seq_input	6
GSM521931	IMR90_cell_line	ChIP-Seq_input	7
GSM521932	IMR90_cell_line	ChIP-Seq_input	6
GSM521933	IMR90_cell_line	ChIP-Seq_input	2
GSM530651	brain_fetal	DNase_hypersensitivity	7
GSM530652	CD34_mobilized_primary_cells	DNase_hypersensitivity	6
GSM530653	adrenal_gland_fetal	DNase_hypersensitivity	9
GSM530654	heart_fetal	DNase_hypersensitivity	6
GSM530655	kidney_fetal	DNase_hypersensitivity	6
GSM530656	lung_fetal	DNase_hypersensitivity	7
GSM530657	CD34_mobilized_primary_cells	DNase_hypersensitivity	6
GSM530658	CD34_mobilized_primary_cells	DNase_hypersensitivity	6
GSM530659	CD34_mobilized_primary_cells	DNase_hypersensitivity	6
GSM530660	CD34_mobilized_primary_cells	DNase_hypersensitivity	6
GSM530661	heart_fetal	DNase_hypersensitivity	6
GSM530662	lung_fetal	DNase_hypersensitivity	6
GSM530663	CD34_mobilized_primary_cells	DNase_hypersensitivity	7
GSM530664	CD34_mobilized_primary_cells	DNase_hypersensitivity	9
GSM530665	IMR90_cell_line	DNase_hypersensitivity	7
GSM530666	IMR90_cell_line	DNase_hypersensitivity	7
GSM537612	CD3_primary_cells	H3K36me3	13
GSM537613	CD3_primary_cells	H3K27me3	5
GSM537615	CD3_primary_cells	H3K4me3	5
GSM537619	CD3_primary_cells	ChIP-Seq_input	9
GSM537620	CD19_primary_cells	ChIP-Seq_input	2
GSM537621	CD19_primary_cells	H3K36me3	13
GSM537622	CD19_primary_cells	H3K4me3	5
GSM537623	ES-WA7_cell_line	H3K4me3	2
GSM537624	ES-I3_cell_line	H3K9ac	1
GSM537625	ES-I3_cell_line	H3K9me3	1
GSM537626	ES-I3_cell_line	H3K4me3	2
GSM537627	ES-I3_cell_line	H3K27me3	7
GSM537628	CD34_cultured_cells	H3K4me1	7
GSM537629	CD34_cultured_cells	H3K4me3	6
GSM537630	CD19_primary_cells	H3K36me3	5
GSM537631	CD3_primary_cells	H3K27me3	7
GSM537632	CD19_primary_cells	H3K4me3	11
GSM537633	CD3_primary_cells	H3K4me3	8
GSM537634	CD19_primary_cells	H3K27me3	7
GSM537635	CD19_primary_cells	H3K9me3	10
GSM537636	CD3_primary_cells	H3K4me1	7
GSM537637	CD3_primary_cells	H3K9me3	10
GSM537638	CD19_primary_cells	H3K27me3	6
GSM537639	ES-WA7_cell_line	H3K9me3	8
GSM537640	ES-WA7_cell_line	H3K36me3	1
GSM537641	ES-WA7_cell_line	H3K4me1	7
GSM537642	pancreatic_islets	H3K4me1	2
GSM537643	pancreatic_islets	H3K4me3	10
GSM537645	CD3_primary_cells	H3K9me3	10
GSM537646	CD3_primary_cells	H3K4me1	6
GSM537647	ES-I3_cell_line	ChIP-Seq_input	1
GSM537648	ES-I3_cell_line	H3K27me3	6
GSM537649	CD34_mobilized_primary_cells	H3K27me3	6
GSM537650	CD34_mobilized_primary_cells	H3K4me1	6
GSM537651	CD34_mobilized_primary_cells	H3K36me3	5
GSM537652	CD34_mobilized_primary_cells	H3K4me3	5
GSM537653	CD34_cultured_cells	H3K9me3	10
GSM537654	CD19_primary_cells	H3K9me3	6
GSM537655	CD34_cultured_cells	H3K36me3	5
GSM537656	CD34_cultured_cells	H3K27me3	6
GSM537657	ES-WA7_cell_line	H3K27me3	6
GSM537658	pancreatic_islets	H3K27me3	7
GSM537659	pancreatic_islets	ChIP-Seq_input	9
GSM537660	pancreatic_islets	H3K9ac	3
GSM537661	pancreatic_islets	H3K36me3	3
GSM537662	CD34_mobilized_primary_cells	ChIP-Seq_input	1
GSM537663	CD34_mobilized_primary_cells	H3K9me3	10
GSM537664	ES-I3_cell_line	H3K9me3	8
GSM537665	ES-I3_cell_line	H3K4me3	1
GSM537666	CD3_primary_cells	H3K36me3	5
GSM537668	ES-I3_cell_line	H3K4me1	6
GSM537669	ES-I3_cell_line	H3K36me3	7
GSM537670	ES-I3_cell_line	H3K9ac	6
GSM537671	iPS-18c_cell_line	H3K4me3	9
GSM537672	ES-I3_cell_line	H3K36me3	7
GSM537674	iPS-18c_cell_line	H3K27me3	5
GSM537675	iPS-18c_cell_line	H3K36me3	5
GSM537676	iPS-18c_cell_line	H3K4me3	5
GSM537677	iPS-18c_cell_line	H3K9ac	6
GSM537678	iPS-18c_cell_line	H3K9me3	5
GSM537679	H1_cell_line	H3K4me1	2
GSM537680	H1_cell_line	H3K4me3	8
GSM537681	H1_cell_line	H3K4me3	11
GSM537682	H1_cell_line	ChIP-Seq_input	8
GSM537683	H1_cell_line	H3K27me3	6
GSM537684	H1_cell_line	H3K36me3	9
GSM537685	H1_cell_line	H3K9ac	9
GSM537686	pancreatic_islets	H3K9me3	8
GSM537687	iPS-15b_cell_line	H3K4me3	2
GSM537688	iPS-20b_cell_line	H3K9me3	10
GSM537689	iPS-20b_cell_line	H3K9ac	11
GSM537690	iPS-15b_cell_line	H3K36me3	7
GSM537691	iPS-15b_cell_line	H3K9me3	8
GSM537692	iPS-15b_cell_line	H3K9ac	1
GSM537693	iPS-11a_cell_line	ChIP-Seq_input	4
GSM537694	iPS-11a_cell_line	H3K4me3	11
GSM537695	liver	H3K9me3	10
GSM537696	iPS-15b_cell_line	ChIP-Seq_input	12
GSM537697	liver	H3K4me3	8
GSM537698	liver	H3K27me3	10
GSM537699	liver	H3K36me3	7
GSM537700	iPS-20b_cell_line	H3K27me3	5
GSM537701	iPS-20b_cell_line	ChIP-Seq_input	4
GSM537702	CD15_primary_cells	H3K4me3	13
GSM537703	CD15_primary_cells	H3K27me3	5
GSM537704	iPS-20b_cell_line	H3K36me3	2
GSM537705	liver	H3K9ac	1
GSM537706	liver	H3K4me1	7
GSM537707	liver	H3K27me3	10
GSM537708	liver	H3K36me3	9
GSM537709	liver	H3K4me3	10
GSM537710	liver	H3K9me3	10
GSM543004	CD4_naive_primary_cells	H3K9ac	6
GSM543005	H1_cell_line	MRE-Seq	13
GSM543007	breast_vHMEC	MRE-Seq	13
GSM543009	peripheral_blood_mononuclear_primary_cells	MRE-Seq	13
GSM543011	CD4_naive_primary_cells	MRE-Seq	13
GSM543013	CD8_naive_primary_cells	MRE-Seq	13
GSM543017	breast_myoepithelial_cells	MeDIP-Seq	5
GSM543019	breast_stem_cells	MeDIP-Seq	5
GSM543021	breast_vHMEC	MeDIP-Seq	5
GSM543023	peripheral_blood_mononuclear_primary_cells	MeDIP-Seq	3
GSM543025	CD4_naive_primary_cells	MeDIP-Seq	3
GSM543027	CD8_naive_primary_cells	MeDIP-Seq	3
GSM543029	breast_luminal_epithelial_cells	mRNA-Seq	13
GSM543031	breast_myoepithelial_cells	mRNA-Seq	13
GSM543034	breast_vHMEC	smRNA-Seq	6
GSM543035	CD4_naive_primary_cells	H3K36me3	5
GSM595913	brain_fetal	DNase_hypersensitivity	2
GSM595914	CD34_mobilized_primary_cells	DNase_hypersensitivity	7
GSM595915	lung_fetal	DNase_hypersensitivity	7
GSM595916	lung_fetal	DNase_hypersensitivity	2
GSM595917	CD34_mobilized_primary_cells	DNase_hypersensitivity	2
GSM595918	CD34_mobilized_primary_cells	DNase_hypersensitivity	7
GSM595919	CD34_mobilized_primary_cells	DNase_hypersensitivity	6
GSM595920	brain_fetal	DNase_hypersensitivity	7
GSM595921	lung_fetal	DNase_hypersensitivity	7
GSM595922	brain_fetal	DNase_hypersensitivity	2
GSM595923	brain_fetal	DNase_hypersensitivity	7
GSM595924	lung_fetal	DNase_hypersensitivity	6
GSM595925	lung_fetal	DNase_hypersensitivity	7
GSM595926	brain_fetal	DNase_hypersensitivity	7
GSM595927	lung_fetal	DNase_hypersensitivity	6
GSM595928	brain_fetal	DNase_hypersensitivity	7
GSM595929	lung_fetal	DNase_hypersensitivity	7
GSM595930	lung_fetal	DNase_hypersensitivity	7
GSM602257	H1_cell_line	H2AK5ac	9
GSM602258	H1_cell_line	H2AK5ac	9
GSM602259	H1_cell_line	H3K18ac	2
GSM602260	H1_cell_line	H3K4me2	6
GSM602261	H1_cell_line	H3K4me2	5
GSM605295	H1_cell_line	H2BK120ac	9
GSM605296	H1_cell_line	H2BK12ac	9
GSM605297	H1_cell_line	H2BK12ac	9
GSM605298	H1_cell_line	H2BK15ac	2
GSM605299	H1_cell_line	H2BK15ac	9
GSM605300	H1_cell_line	H2BK20ac	2
GSM605301	H1_cell_line	H2BK20ac	2
GSM605302	H1_cell_line	H2BK5ac	3
GSM605303	H1_cell_line	H2BK5ac	9
GSM605304	H1_cell_line	H3K18ac	7
GSM605305	H1_cell_line	H3K23me2	2
GSM605306	H1_cell_line	H3K23me2	9
GSM605307	H9_cell_line	H3K27ac	2
GSM605308	H1_cell_line	H3K27me3	5
GSM605309	H1_cell_line	H3K36me3	3
GSM605310	H9_cell_line	H3K36me3	3
GSM605311	H1_cell_line	H3K4ac	9
GSM605312	H1_cell_line	H3K4me1	7
GSM605314	H9_cell_line	H3K4me2	9
GSM605315	H1_cell_line	H3K4me3	5
GSM605316	H9_cell_line	H3K4me3	5
GSM605317	H1_cell_line	H3K56ac	2
GSM605318	H1_cell_line	H3K79me1	3
GSM605319	H1_cell_line	H3K79me1	3
GSM605320	H1_cell_line	H3K79me1	9
GSM605321	H1_cell_line	H3K79me2	9
GSM605322	H1_cell_line	H3K79me2	9
GSM605323	H1_cell_line	H3K9ac	9
GSM605324	H9_cell_line	H3K9ac	7
GSM605325	H1_cell_line	H3K9me3	10
GSM605327	H1_cell_line	H3K9me3	5
GSM605328	H1_cell_line	H3K9me3	5
GSM605329	H1_cell_line	H4K20me1	9
GSM605330	H1_cell_line	H4K5ac	11
GSM605332	H1_cell_line	H4K91ac	9
GSM605333	H1_cell_line	ChIP-Seq_input	4
GSM605334	H1_cell_line	ChIP-Seq_input	2
GSM605335	H1_cell_line	ChIP-Seq_input	4
GSM605336	H1_cell_line	ChIP-Seq_input	4
GSM605337	H1_cell_line	ChIP-Seq_input	4
GSM605338	H1_cell_line	ChIP-Seq_input	9
GSM605339	H1_cell_line	ChIP-Seq_input	4
GSM613811	CD8_naive_primary_cells	H3K4me3	4
GSM613812	CD8_naive_primary_cells	H3K9me3	8
GSM613813	CD8_naive_primary_cells	H3K9ac	11
GSM613814	CD8_naive_primary_cells	H3K4me1	9
GSM613815	CD8_naive_primary_cells	H3K27me3	9
GSM613816	CD8_naive_primary_cells	ChIP-Seq_input	4
GSM613818	breast_luminal_epithelial_cells	MRE-Seq	13
GSM613821	breast_myoepithelial_cells	MRE-Seq	13
GSM613826	breast_luminal_epithelial_cells	MRE-Seq	13
GSM613829	breast_stem_cells	MRE-Seq	13
GSM613833	breast_luminal_epithelial_cells	MRE-Seq	13
GSM613834	breast_myoepithelial_cells	MRE-Seq	13
GSM613837	breast_stem_cells	MRE-Seq	13
GSM613842	CD4_memory_primary_cells	MRE-Seq	13
GSM613843	breast_luminal_epithelial_cells	MeDIP-Seq	9
GSM613846	breast_myoepithelial_cells	MeDIP-Seq	9
GSM613847	breast_stem_cells	MeDIP-Seq	3
GSM613853	breast_stem_cells	MeDIP-Seq	3
GSM613856	breast_luminal_epithelial_cells	MeDIP-Seq	9
GSM613857	breast_myoepithelial_cells	MeDIP-Seq	2
GSM613859	breast_stem_cells	MeDIP-Seq	2
GSM613862	CD4_memory_primary_cells	MeDIP-Seq	9
GSM613864	breast_luminal_epithelial_cells	MeDIP-Seq	9
GSM613867	breast_vHMEC	mRNA-Seq	13
GSM613868	breast_vHMEC	H3K4me1	7
GSM613869	breast_myoepithelial_cells	H3K4me3	1
GSM613870	breast_myoepithelial_cells	H3K4me1	7
GSM613871	breast_myoepithelial_cells	H3K9me3	10
GSM613872	breast_myoepithelial_cells	H3K27me3	10
GSM613873	breast_myoepithelial_cells	H3K36me3	6
GSM613874	breast_vHMEC	H3K4me3	7
GSM613875	breast_vHMEC	H3K9me3	10
GSM613876	breast_vHMEC	H3K4me1	6
GSM613877	peripheral_blood_mononuclear_primary_cells	H3K27me3	5
GSM613878	peripheral_blood_mononuclear_primary_cells	H3K9me3	8
GSM613879	peripheral_blood_mononuclear_primary_cells	H3K9ac	6
GSM613880	peripheral_blood_mononuclear_primary_cells	H3K36me3	5
GSM613881	CD8_naive_primary_cells	H3K4me3	11
GSM613882	peripheral_blood_mononuclear_primary_cells	H3K9me3	2
GSM613883	peripheral_blood_mononuclear_primary_cells	H3K9ac	3
GSM613884	peripheral_blood_mononuclear_primary_cells	H3K4me1	3
GSM613885	breast_myoepithelial_cells	H3K4me1	3
GSM613886	breast_myoepithelial_cells	H3K9me3	10
GSM613887	breast_myoepithelial_cells	H3K27me3	7
GSM613888	breast_myoepithelial_cells	H3K36me3	5
GSM613889	breast_myoepithelial_cells	H3K9ac	7
GSM613890	breast_vHMEC	ChIP-Seq_input	12
GSM613891	breast_myoepithelial_cells	ChIP-Seq_input	12
GSM613892	breast_vHMEC	ChIP-Seq_input	1
GSM613893	peripheral_blood_mononuclear_primary_cells	ChIP-Seq_input	2
GSM613894	peripheral_blood_mononuclear_primary_cells	ChIP-Seq_input	2
GSM613896	peripheral_blood_mononuclear_primary_cells	ChIP-Seq_input	11
GSM613897	breast_myoepithelial_cells	ChIP-Seq_input	12
GSM613898	peripheral_blood_mononuclear_primary_cells	MRE-Seq	13
GSM613901	CD4_naive_primary_cells	MRE-Seq	13
GSM613903	CD4_memory_primary_cells	MRE-Seq	13
GSM613905	CD8_naive_primary_cells	MRE-Seq	13
GSM613907	breast_stem_cells	MRE-Seq	13
GSM613908	breast_myoepithelial_cells	MRE-Seq	13
GSM613911	peripheral_blood_mononuclear_primary_cells	MeDIP-Seq	3
GSM613913	CD4_naive_primary_cells	MeDIP-Seq	3
GSM613914	CD4_memory_primary_cells	MeDIP-Seq	3
GSM613917	CD8_naive_primary_cells	MeDIP-Seq	3
GSM613919	peripheral_blood_mononuclear_primary_cells	MRE-Seq	13
GSM613920	CD4_naive_primary_cells	MRE-Seq	13
GSM613923	CD8_naive_primary_cells	MRE-Seq	13
GSM616127	H9_cell_line	H3K4me2	5
GSM616128	H9_cell_line	H3K4me3	5
GSM616129	H9_cell_line	H3K9ac	3
GSM621386	ES-I3_cell_line	ChIP-Seq_input	12
GSM621387	lung_fetal	H3K36me3	1
GSM621388	Treg_primary_cells	H3K4me3	8
GSM621389	Treg_primary_cells	H3K9me3	10
GSM621390	lung_fetal	H3K27me3	1
GSM621391	adipose_nuclei	H3K9me3	12
GSM621392	heart_fetal	H3K36me3	11
GSM621393	brain_fetal	H3K27me3	11
GSM621395	duodenum_mucosa	H3K9me3	4
GSM621396	heart_fetal	ChIP-Seq_input	4
GSM621397	lung_fetal	H3K9me3	12
GSM621398	adipose_derived_mesenchymal_stem_cells	H3K9me3	8
GSM621399	CD34_mobilized_primary_cells	H3K9me3	8
GSM621400	lung_fetal	H3K9ac	1
GSM621401	adipose_nuclei	ChIP-Seq_input	12
GSM621402	bone_marrow_derived_mesenchymal_stem_cells	H3K4me1	6
GSM621403	duodenum_mucosa	H3K4me1	11
GSM621404	CD34_mobilized_primary_cells	H3K4me3	6
GSM621405	lung_fetal	H3K4me3	4
GSM621406	duodenum_mucosa	ChIP-Seq_input	4
GSM621407	iPS-18c_cell_line	ChIP-Seq_input	12
GSM621409	kidney_fetal	H3K4me1	1
GSM621410	brain_fetal	H3K36me3	4
GSM621411	iPS-18b_cell_line	ChIP-Seq_input	3
GSM621412	iPS-20b_cell_line	ChIP-Seq_input	4
GSM621413	CD4_mobilized_primary_cells	ChIP-Seq_input	12
GSM621414	CD34_mobilized_primary_cells	ChIP-Seq_input	12
GSM621415	kidney_fetal	H3K36me3	1
GSM621416	iPS-20b_cell_line	H3K27me3	2
GSM621417	lung_fetal	H3K4me3	12
GSM621418	adipose_derived_mesenchymal_stem_cells	H3K4me1	6
GSM621419	bone_marrow_derived_mesenchymal_stem_cells	H3K36me3	6
GSM621420	adipose_derived_mesenchymal_stem_cells	H3K27me3	2
GSM621421	duodenum_mucosa	H3K36me3	2
GSM621422	bone_marrow_derived_mesenchymal_stem_cells	H3K4me3	1
GSM621423	iPS-20b_cell_line	H3K4me3	4
GSM621424	kidney_fetal	H3K27me3	12
GSM621425	adipose_nuclei	H3K4me1	1
GSM621426	bone_marrow_derived_mesenchymal_stem_cells	H3K9me3	8
GSM621427	brain_fetal	H3K9me3	4
GSM621428	Th17_primary_cells	H3K9me3	8
GSM621429	lung_fetal	H3K4me1	1
GSM621430	kidney_fetal	H3K9ac	12
GSM621431	CD34_mobilized_primary_cells	H3K27me3	6
GSM621432	duodenum_mucosa	H3K4me3	4
GSM621433	iPS-15b_cell_line	H3K27me3	2
GSM621434	heart_fetal	H3K9me3	4
GSM621435	adipose_nuclei	H3K4me3	12
GSM621436	CD34_mobilized_primary_cells	H3K9me3	7
GSM621437	CD34_mobilized_primary_cells	H3K4me3	12
GSM621438	kidney_fetal	H3K4me3	12
GSM621439	CD34_mobilized_primary_cells	H3K4me3	3
GSM621441	kidney_fetal	H3K9me3	12
GSM621442	bone_marrow_derived_mesenchymal_stem_cells	H3K9ac	2
GSM621443	adipose_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM621444	iPS-15b_cell_line	ChIP-Seq_input	12
GSM621445	duodenum_mucosa	H3K9ac	11
GSM621446	adipose_derived_mesenchymal_stem_cells	H3K36me3	2
GSM621447	CD4_memory_primary_cells	ChIP-Seq_input	2
GSM621448	Treg_primary_cells	H3K27me3	7
GSM621449	Treg_primary_cells	H3K36me3	6
GSM621450	heart_fetal	H3K27me3	11
GSM621451	CD34_mobilized_primary_cells	H3K4me1	6
GSM621453	Treg_primary_cells	ChIP-Seq_input	4
GSM621454	bone_marrow_derived_mesenchymal_stem_cells	H3K27me3	7
GSM621455	Th17_primary_cells	ChIP-Seq_input	4
GSM621456	CD34_mobilized_primary_cells	ChIP-Seq_input	4
GSM621457	brain_fetal	H3K4me3	4
GSM621458	adipose_derived_mesenchymal_stem_cells	H3K4me3	8
GSM621459	CD34_mobilized_primary_cells	H3K36me3	1
GSM621460	duodenum_mucosa	H3K27me3	11
GSM621461	adipose_nuclei	H3K36me3	7
GSM621629	liver	ChIP-Seq_input	11
GSM621630	liver	H3K9ac	11
GSM621631	stomach_smooth_muscle	H3K9me3	8
GSM621632	skeletal_muscle	H3K9me3	8
GSM621633	rectal_mucosa	H3K9me3	12
GSM621634	kidney	H3K36me3	11
GSM621635	stomach_smooth_muscle	H3K27me3	1
GSM621636	rectal_mucosa	H3K9ac	1
GSM621637	skeletal_muscle	H3K4me3	4
GSM621638	kidney	ChIP-Seq_input	4
GSM621639	rectal_mucosa	H3K4me1	1
GSM621640	skeletal_muscle	H3K4me1	6
GSM621641	skeletal_muscle	ChIP-Seq_input	4
GSM621642	stomach_smooth_muscle	H3K4me1	7
GSM621643	rectal_mucosa	H3K4me3	12
GSM621644	skeletal_muscle	H3K36me3	9
GSM621645	stomach_smooth_muscle	H3K4me3	2
GSM621646	rectal_mucosa	H3K36me3	2
GSM621647	rectal_mucosa	ChIP-Seq_input	12
GSM621648	kidney	H3K4me3	4
GSM621649	stomach_smooth_muscle	H3K36me3	7
GSM621650	rectal_mucosa	H3K27me3	1
GSM621651	kidney	H3K9me3	4
GSM621652	stomach_smooth_muscle	ChIP-Seq_input	8
GSM621653	skeletal_muscle	H3K27me3	2
GSM621654	liver	H3K4me1	6
GSM621655	rectal_smooth_muscle	H3K27me3	2
GSM621656	rectal_smooth_muscle	H3K36me3	2
GSM621657	rectal_smooth_muscle	ChIP-Seq_input	12
GSM621658	rectal_mucosa	H3K4me3	1
GSM621659	rectal_mucosa	H3K4me1	2
GSM621660	rectal_smooth_muscle	H3K9me3	8
GSM621661	rectal_smooth_muscle	H3K9ac	2
GSM621662	rectal_smooth_muscle	H3K4me3	2
GSM621663	CD34_mobilized_primary_cells	H3K9me3	1
GSM621664	CD34_mobilized_primary_cells	H3K27me3	2
GSM621665	CD34_mobilized_primary_cells	H3K4me3	2
GSM621666	CD34_mobilized_primary_cells	H3K36me3	2
GSM621667	CD34_mobilized_primary_cells	H3K4me3	7
GSM621668	colonic_mucosa	H3K9me3	1
GSM621669	colonic_mucosa	ChIP-Seq_input	12
GSM621670	colonic_mucosa	H3K4me1	6
GSM621671	colonic_mucosa	H3K4me3	6
GSM621672	colonic_mucosa	H3K36me3	6
GSM621673	colonic_mucosa	H3K27me3	6
GSM621674	colonic_mucosa	H3K9ac	7
GSM621675	liver	H3K4me3	11
GSM621676	rectal_mucosa	H3K27me3	1
GSM621677	rectal_mucosa	ChIP-Seq_input	12
GSM621678	rectal_mucosa	H3K9me3	12
GSM621679	skeletal_muscle	H3K4me1	9
GSM621680	skeletal_muscle	ChIP-Seq_input	12
GSM621681	skeletal_muscle	H3K9me3	12
GSM621682	skeletal_muscle	H3K9ac	7
GSM621683	skeletal_muscle	H3K27me3	1
GSM621684	skeletal_muscle	H3K36me3	1
GSM621685	skeletal_muscle	H3K4me3	1
GSM621686	skeletal_muscle	H3K4me1	7
GSM621687	rectal_mucosa	H3K36me3	2
GSM621688	skeletal_muscle	H3K9ac	9
GSM621689	CD34_mobilized_primary_cells	ChIP-Seq_input	4
GSM621690	skeletal_muscle	H3K9me3	4
GSM621691	skeletal_muscle	H3K9ac	9
GSM621692	skeletal_muscle	H3K27me3	11
GSM621693	skeletal_muscle	H3K36me3	2
GSM621694	skeletal_muscle	H3K4me3	11
GSM621737	hSKM_cell_line	H3K4me3	8
GSM621738	hSKM_cell_line	H3K9ac	7
GSM621739	hSKM_cell_line	H3K36me3	2
GSM621740	hSKM_cell_line	H3K27me3	7
GSM621741	hSKM_cell_line	H3K4me1	7
GSM621742	hSKM_cell_line	H3K4me2	7
GSM621743	hSKM_cell_line	ChIP-Seq_input	12
GSM621744	hSKM_cell_line	H3K9me3	8
GSM621745	hSKM_cell_line	H3K4me3	1
GSM621746	hSKM_cell_line	ChIP-Seq_input	12
GSM621747	hSKM_cell_line	H3K9me3	8
GSM621748	hSKM_cell_line	H3K9ac	7
GSM621749	hSKM_cell_line	H3K36me3	2
GSM621750	hSKM_cell_line	H3K4me2	2
GSM621751	hSKM_cell_line	H3K27me3	2
GSM621752	hSKM_cell_line	H3K4me1	6
GSM621753	hSKM_cell_line	H3K9me3	8
GSM621754	hSKM_cell_line	H3K36me3	2
