chr	start	end	GSM1027306	GSM1027310	GSM1027311	GSM1027320	GSM1027322	GSM1027325	GSM1027326	GSM1027328	GSM1027334	GSM1027335	GSM468792	GSM468801	GSM493384	GSM493386	GSM493387	GSM530651	GSM530652	GSM530653	GSM530654	GSM530657	GSM530658	GSM530659	GSM530660	GSM530661	GSM530663	GSM530664	GSM530665	GSM530666	GSM595913	GSM595914	GSM595917	GSM595918	GSM595919	GSM595920	GSM595922	GSM595923	GSM595926	GSM595928	GSM665800	GSM665801	GSM665802	GSM665803	GSM665804	GSM665811	GSM665812	GSM665813	GSM665814	GSM665817	GSM665819	GSM665820	GSM665824	GSM665830	GSM665831	GSM665836	GSM665837	GSM665838	GSM665839	GSM701488	GSM701489	GSM701491	GSM701492	GSM701493	GSM701499	GSM701500	GSM701503	GSM701507	GSM701508	GSM701516	GSM701525	GSM701526	GSM701539	GSM701540	GSM701541	GSM753973	GSM753974	GSM774201	GSM774203	GSM774208	GSM817160	GSM817165	GSM817166	GSM817167	GSM817198	GSM817215	GSM817220	GSM878612	GSM878613	GSM878614	GSM878615	GSM878616	GSM878621	GSM878628	GSM878630	GSM878650	GSM878651	GSM878652	GSM878658	GSM906379	GSM906380	GSM906381	Stem15	Stem16	Stem6
chr11	70000000	71000000	0.29719	0.245238	0.369256	0.409734	0.322222	0.362111	0.326983	0.365948	0.374202	0.43658	0.258793	0.25538	0.176661	0.242595	0.313153	0.176737	0.238643	0.296551	0.145396	0.198455	0.226318	0.189577	0.23683	0.159813	0.278374	0.31789	0.38644	0.305931	0.208862	0.288234	0.156472	0.165081	0.156802	0.19269	0.256375	0.256974	0.21202	0.175768	0.269552	0.292059	0.292962	0.235064	0.303573	0.163727	0.202989	0.297496	0.107902	0.201247	0.255116	0.24633	0.15302	0.1597	0.1555	0.119376	0.144307	0.149089	0.168653	0.382397	0.294343	0.220987	0.208874	0.199359	0.200513	0.239808	0.210862	0.245559	0.266955	0.261596	0.165287	0.20347	0.20892	0.187554	0.212688	0.201748	0.185296	0.262851	0.263402	0.188998	0.216312	0.266748	0.279852	0.262467	0.221877	0.223296	0.158834	0.430671	0.339023	0.385972	0.371849	0.443393	0.301602	0.285377	0.183123	0.355572	0.300912	0.285582	0.261624	0.421081	0.217171	0.260975	0.455536	0.008037	0.496128
chr11	71000000	72000000	0.257814	0.213135	0.328829	0.34311	0.275037	0.303729	0.25931	0.239285	0.336791	0.335983	0.212217	0.208577	0.145037	0.199163	0.24807	0.110128	0.18267	0.261492	0.13579	0.163315	0.185197	0.15834	0.193671	0.151561	0.239293	0.253272	0.303737	0.245032	0.14062	0.226513	0.148357	0.159818	0.149972	0.115303	0.157249	0.155066	0.13902	0.112868	0.193742	0.200737	0.195934	0.162735	0.194444	0.143217	0.199398	0.297762	0.110933	0.181599	0.173436	0.269575	0.149712	0.155172	0.154654	0.11874	0.156865	0.148633	0.181979	0.355979	0.292954	0.218825	0.225578	0.210965	0.215109	0.228994	0.182005	0.261365	0.249309	0.281946	0.166802	0.185989	0.182628	0.16472	0.188861	0.167226	0.157578	0.222869	0.223593	0.161676	0.210122	0.247039	0.276527	0.225262	0.189766	0.184683	0.154739	0.301924	0.231011	0.313066	0.274605	0.313262	0.217474	0.229116	0.17025	0.233488	0.193216	0.183272	0.250349	0.30445	0.168259	0.201787	0.450402	0.012514	0.495204
chr11	72000000	73000000	0.32543	0.30564	0.447695	0.430254	0.433197	0.383406	0.341494	0.311812	0.457983	0.427938	0.263238	0.257925	0.213544	0.265678	0.322043	0.150863	0.245842	0.369469	0.252139	0.241776	0.258666	0.224541	0.270125	0.285489	0.317065	0.314399	0.369306	0.298459	0.184316	0.296355	0.209766	0.227181	0.223293	0.161355	0.205528	0.201102	0.190226	0.159022	0.237977	0.251027	0.248665	0.207905	0.284579	0.273868	0.260088	0.407028	0.247417	0.322322	0.264325	0.35739	0.334273	0.308479	0.327989	0.173963	0.206505	0.196456	0.250634	0.46162	0.385475	0.294309	0.331227	0.304194	0.294762	0.294506	0.262655	0.372978	0.349044	0.385807	0.216214	0.260256	0.239501	0.217972	0.274922	0.210087	0.201312	0.277573	0.375566	0.245328	0.278406	0.316914	0.36146	0.284577	0.225081	0.223134	0.303227	0.389147	0.308481	0.411326	0.347929	0.393472	0.278606	0.297421	0.306495	0.300305	0.263793	0.248799	0.358486	0.39686	0.227249	0.289909	0.459109	0.01013	0.496939
chr11	73000000	74000000	0.317759	0.260396	0.393551	0.388111	0.370061	0.346382	0.297517	0.278101	0.407826	0.378168	0.258334	0.248156	0.174329	0.227599	0.293917	0.140598	0.21406	0.29833	0.192507	0.204401	0.227007	0.190998	0.230123	0.227443	0.290851	0.287325	0.359279	0.29053	0.173585	0.260327	0.188263	0.209446	0.1889	0.146757	0.1932	0.183956	0.166504	0.137533	0.214606	0.229818	0.232443	0.20158	0.252759	0.2033	0.265242	0.401717	0.187785	0.25146	0.220981	0.360563	0.250061	0.232569	0.244474	0.14841	0.208181	0.186912	0.244756	0.448723	0.380329	0.281179	0.273692	0.248588	0.289614	0.257033	0.198593	0.319125	0.322747	0.38909	0.21657	0.223024	0.208777	0.204142	0.222978	0.191463	0.184571	0.271916	0.293348	0.199654	0.269991	0.261555	0.34722	0.244433	0.230533	0.223667	0.236947	0.370364	0.281203	0.401996	0.343644	0.388109	0.28359	0.289556	0.241777	0.277683	0.23352	0.226541	0.300231	0.399983	0.258982	0.318379	0.470693	0.01154	0.507032
chr11	74000000	75000000	0.282395	0.241414	0.386202	0.397943	0.34492	0.353344	0.309343	0.260625	0.390761	0.390337	0.252811	0.236615	0.146878	0.210219	0.275562	0.118946	0.193231	0.277973	0.156055	0.181012	0.199986	0.16866	0.211244	0.186521	0.260689	0.277125	0.350554	0.278031	0.159798	0.250609	0.179417	0.196422	0.169554	0.129825	0.179324	0.168764	0.158372	0.131685	0.210762	0.211255	0.206697	0.189022	0.232405	0.162595	0.227099	0.351956	0.149842	0.224486	0.211458	0.32211	0.218117	0.188631	0.211275	0.119777	0.177224	0.146843	0.199629	0.390565	0.321278	0.245924	0.220038	0.202232	0.255097	0.278389	0.186162	0.268485	0.295763	0.330746	0.183088	0.183352	0.176077	0.172962	0.210186	0.1882	0.180189	0.254483	0.253008	0.173387	0.22995	0.26175	0.294669	0.247606	0.210306	0.203003	0.198482	0.335918	0.260419	0.374062	0.305709	0.341072	0.245002	0.262962	0.207262	0.245902	0.208198	0.201761	0.2925	0.346136	0.215657	0.262703	0.456363	0.010491	0.49798
chr11	75000000	76000000	0.35112	0.297498	0.448576	0.441706	0.406187	0.386	0.358528	0.336326	0.461218	0.451086	0.272188	0.267147	0.202838	0.260044	0.318719	0.172099	0.239817	0.369813	0.236281	0.238148	0.256578	0.220613	0.265391	0.275767	0.316326	0.314258	0.384549	0.3056	0.210153	0.294184	0.207493	0.228715	0.211075	0.191788	0.242183	0.237011	0.208619	0.173932	0.246823	0.259277	0.27107	0.232426	0.300376	0.263047	0.257718	0.408819	0.23169	0.309845	0.28028	0.350988	0.312038	0.294643	0.303409	0.151875	0.198692	0.18407	0.233839	0.444072	0.368316	0.281488	0.297728	0.275323	0.283882	0.323266	0.228592	0.332521	0.329428	0.378599	0.210249	0.237695	0.223766	0.211414	0.236959	0.204589	0.197085	0.273573	0.375335	0.237608	0.277305	0.331036	0.355504	0.294939	0.24102	0.241744	0.293773	0.406325	0.305495	0.399839	0.36155	0.412222	0.288647	0.291229	0.306201	0.317608	0.289484	0.268462	0.339908	0.420347	0.245161	0.300543	0.462432	0.00921	0.5012
chr11	76000000	77000000	0.327009	0.259984	0.387125	0.430859	0.366174	0.388596	0.333861	0.290819	0.441457	0.422919	0.258551	0.252652	0.182738	0.247169	0.305388	0.1381	0.227002	0.304838	0.187596	0.217698	0.233943	0.201359	0.250946	0.219677	0.300458	0.304147	0.368687	0.297085	0.177735	0.283605	0.18668	0.209917	0.18706	0.144066	0.188404	0.188588	0.168806	0.141007	0.230791	0.240443	0.247576	0.209466	0.240457	0.213889	0.227619	0.355633	0.184203	0.254526	0.235914	0.326362	0.249516	0.229101	0.239351	0.134218	0.166075	0.157333	0.199816	0.403917	0.326482	0.242775	0.245422	0.231532	0.248729	0.29519	0.210311	0.282295	0.301394	0.320188	0.180198	0.200731	0.196093	0.184212	0.219436	0.200119	0.190652	0.265504	0.312574	0.223306	0.243627	0.274494	0.305779	0.260295	0.228021	0.22365	0.238497	0.38716	0.295837	0.398126	0.333262	0.389921	0.277701	0.289487	0.248556	0.262875	0.245766	0.225506	0.289873	0.380166	0.235842	0.286595	0.464593	0.011228	0.505636
chr11	77000000	78000000	0.284907	0.271785	0.406624	0.359187	0.308062	0.334011	0.283264	0.234062	0.407437	0.348106	0.236758	0.219556	0.146191	0.206573	0.263047	0.120244	0.175691	0.323993	0.15068	0.177947	0.188105	0.153493	0.204687	0.178211	0.251632	0.254293	0.322433	0.254323	0.161956	0.226734	0.171689	0.190338	0.163702	0.139636	0.180141	0.162408	0.156999	0.13147	0.199393	0.212707	0.225916	0.202743	0.234921	0.153939	0.220403	0.33479	0.140444	0.209429	0.209344	0.302963	0.215313	0.179133	0.198636	0.115604	0.165422	0.137024	0.193324	0.377068	0.301132	0.225394	0.208112	0.196845	0.235653	0.253701	0.164467	0.242351	0.270767	0.305985	0.176783	0.165382	0.150661	0.15333	0.18513	0.171812	0.169424	0.251506	0.232253	0.161509	0.215296	0.270807	0.279007	0.252774	0.203113	0.193266	0.18075	0.349545	0.266017	0.349271	0.278447	0.348773	0.245186	0.243983	0.195485	0.237941	0.216952	0.198975	0.327304	0.319047	0.205809	0.246697	0.46639	0.010393	0.504107
chr11	78000000	79000000	0.29258	0.261426	0.414103	0.389064	0.335033	0.369428	0.326886	0.318816	0.465343	0.401849	0.276826	0.260344	0.150081	0.222752	0.297089	0.174464	0.18381	0.308293	0.197057	0.17847	0.192018	0.159155	0.212758	0.244546	0.273346	0.286226	0.383768	0.302914	0.220323	0.262077	0.177904	0.198512	0.158317	0.19663	0.248807	0.227203	0.222014	0.194764	0.206594	0.211298	0.209813	0.19047	0.339115	0.202558	0.208066	0.281416	0.215285	0.273854	0.28462	0.309717	0.279977	0.246229	0.270371	0.103548	0.138247	0.112479	0.164317	0.333454	0.268312	0.213402	0.190649	0.186208	0.198249	0.251822	0.192698	0.220699	0.259972	0.22953	0.159135	0.163717	0.134839	0.126008	0.204874	0.18263	0.178081	0.278189	0.309487	0.146658	0.186532	0.255608	0.23313	0.248637	0.23349	0.225728	0.253232	0.363553	0.265592	0.428577	0.329996	0.368362	0.256896	0.306668	0.254132	0.316217	0.306224	0.2759	0.301118	0.379763	0.21926	0.260431	0.459034	0.012627	0.506422
chr11	79000000	80000000	0.23977	0.231941	0.370322	0.361245	0.265869	0.353637	0.320916	0.254851	0.356578	0.368476	0.231177	0.212798	0.100835	0.192526	0.255934	0.136209	0.152699	0.257703	0.155073	0.117638	0.139288	0.117114	0.162526	0.205035	0.233518	0.263217	0.31849	0.252746	0.183851	0.221334	0.140061	0.14613	0.101742	0.157432	0.219874	0.193953	0.176609	0.151129	0.171136	0.170709	0.17927	0.169028	0.287677	0.16623	0.173185	0.214373	0.187589	0.207768	0.261075	0.215598	0.230764	0.195344	0.228898	0.076034	0.103779	0.076872	0.117855	0.261223	0.196429	0.168298	0.146082	0.139299	0.151234	0.243966	0.153743	0.171882	0.215494	0.156208	0.12421	0.122873	0.099918	0.089194	0.160674	0.17525	0.171974	0.266638	0.240886	0.082028	0.139592	0.236846	0.162124	0.228094	0.207574	0.193478	0.190922	0.333034	0.233574	0.37793	0.28286	0.3276	0.233455	0.248145	0.186132	0.262719	0.233617	0.219303	0.272041	0.333571	0.181945	0.211753	0.466275	0.010394	0.504499
chr11	80000000	81000000	0.200623	0.24275	0.3737	0.316752	0.225328	0.335449	0.304251	0.224796	0.296023	0.326567	0.193769	0.173819	0.086986	0.185283	0.233409	0.123276	0.135451	0.266369	0.111875	0.124088	0.124221	0.107219	0.156044	0.147798	0.225587	0.239596	0.258588	0.204273	0.166305	0.194117	0.145687	0.146891	0.101833	0.1541	0.209223	0.168915	0.159657	0.137516	0.135448	0.129657	0.149668	0.144439	0.271723	0.10368	0.165017	0.204847	0.121787	0.162558	0.305051	0.204029	0.195788	0.130737	0.161074	0.071192	0.098744	0.066594	0.103421	0.238423	0.188641	0.154724	0.121388	0.122643	0.150043	0.231884	0.126772	0.153765	0.20861	0.155127	0.11602	0.108146	0.084217	0.082904	0.140054	0.147447	0.155799	0.257157	0.163032	0.080838	0.136279	0.219165	0.145827	0.211995	0.177325	0.164469	0.137914	0.302054	0.2071	0.34183	0.231949	0.286256	0.205606	0.21893	0.150431	0.229988	0.209291	0.202162	0.290997	0.302506	0.191178	0.221399	0.505189	0.014696	0.530128
chr11	81000000	82000000	0.169989	0.194043	0.332325	0.282684	0.216243	0.32047	0.303745	0.201604	0.290029	0.322863	0.178093	0.158595	0.086951	0.17423	0.220126	0.102003	0.127884	0.20072	0.088996	0.112463	0.121964	0.106252	0.148685	0.1128	0.212742	0.226563	0.236655	0.181642	0.143978	0.182972	0.142597	0.15222	0.107448	0.113946	0.191907	0.157267	0.131929	0.105661	0.126094	0.123525	0.141811	0.143195	0.234094	0.079231	0.175193	0.243888	0.08057	0.146006	0.260625	0.238763	0.156456	0.101631	0.117245	0.077436	0.116251	0.08135	0.117015	0.271064	0.202542	0.170127	0.123684	0.130718	0.175389	0.204144	0.128613	0.173794	0.228371	0.197075	0.126584	0.104074	0.087159	0.090951	0.138992	0.120568	0.119936	0.255116	0.128932	0.07858	0.152634	0.204782	0.165751	0.195007	0.18133	0.167447	0.107758	0.29027	0.192024	0.318575	0.222896	0.271816	0.197439	0.204485	0.127814	0.207136	0.168109	0.171037	0.256935	0.294262	0.167712	0.184436	0.508671	0.015586	0.537346
chr11	82000000	83000000	0.239637	0.257387	0.395107	0.342484	0.299301	0.350048	0.309498	0.22822	0.342156	0.353449	0.220623	0.20028	0.129761	0.216802	0.256582	0.120874	0.165871	0.288985	0.135211	0.160898	0.170875	0.148343	0.199344	0.176484	0.257292	0.262351	0.295113	0.227946	0.162197	0.227794	0.174489	0.191995	0.152523	0.13962	0.210214	0.182601	0.162031	0.129573	0.162977	0.160306	0.170469	0.163244	0.259793	0.133184	0.226107	0.317023	0.140517	0.199493	0.232303	0.307501	0.210238	0.160279	0.187905	0.111668	0.166685	0.12927	0.181926	0.350366	0.283333	0.21898	0.206507	0.202396	0.234953	0.25106	0.158702	0.244603	0.265696	0.278042	0.174725	0.161441	0.136083	0.134845	0.176776	0.152414	0.153894	0.271195	0.206192	0.135204	0.211945	0.253912	0.252218	0.235983	0.195318	0.186009	0.169535	0.318435	0.218857	0.35318	0.275708	0.31632	0.227994	0.24096	0.191823	0.235477	0.196629	0.186756	0.313579	0.336358	0.211395	0.243214	0.479415	0.013452	0.512678
chr11	83000000	84000000	0.191582	0.217588	0.358242	0.322915	0.252987	0.345659	0.298194	0.2583	0.300933	0.346035	0.200028	0.18076	0.088649	0.182769	0.230151	0.146448	0.136682	0.247641	0.136246	0.111814	0.12663	0.109171	0.158648	0.18537	0.223516	0.236708	0.268247	0.209298	0.191608	0.197452	0.139472	0.142582	0.103161	0.175291	0.249088	0.207594	0.174022	0.150239	0.157642	0.156979	0.170938	0.170477	0.319298	0.13032	0.175421	0.219038	0.151601	0.200428	0.290264	0.23698	0.223346	0.167668	0.209776	0.069483	0.103594	0.0727	0.109605	0.254511	0.19367	0.158465	0.141483	0.140795	0.152253	0.237053	0.134651	0.17785	0.213088	0.169181	0.120602	0.121104	0.08796	0.087538	0.146823	0.124603	0.129805	0.253644	0.20318	0.07664	0.143293	0.219283	0.158777	0.209254	0.22166	0.198222	0.166475	0.326357	0.225278	0.35111	0.261208	0.318543	0.231077	0.232944	0.193363	0.261431	0.229421	0.215848	0.277068	0.324334	0.191413	0.220993	0.481001	0.013957	0.515794
chr11	84000000	85000000	0.17371	0.19153	0.3458	0.294899	0.265114	0.32444	0.289282	0.246798	0.292393	0.334618	0.191034	0.166889	0.086783	0.180688	0.229199	0.136072	0.131568	0.208197	0.145073	0.108619	0.124527	0.108846	0.154748	0.197656	0.226453	0.236462	0.255451	0.203207	0.176481	0.191129	0.141135	0.147637	0.107615	0.175253	0.213902	0.173799	0.182103	0.15428	0.155439	0.156362	0.180304	0.176229	0.329652	0.135616	0.172689	0.204648	0.17643	0.21126	0.283647	0.225201	0.274448	0.188432	0.240393	0.069595	0.098011	0.067643	0.103805	0.238258	0.182376	0.158799	0.155121	0.140874	0.147862	0.222721	0.134404	0.18627	0.205325	0.149649	0.117033	0.123113	0.082476	0.078424	0.141733	0.129991	0.131999	0.258587	0.203851	0.075015	0.122693	0.209551	0.146886	0.19776	0.205276	0.186194	0.192755	0.338767	0.229663	0.345555	0.262081	0.320467	0.241303	0.225745	0.19755	0.231896	0.217418	0.216178	0.25216	0.331886	0.182792	0.20453	0.505014	0.012058	0.532252
chr11	85000000	86000000	0.238897	0.228655	0.369716	0.353695	0.314133	0.347045	0.305098	0.208596	0.383196	0.355813	0.241252	0.219216	0.145966	0.224579	0.263197	0.115279	0.174865	0.265508	0.163207	0.190305	0.188257	0.163963	0.213045	0.20959	0.259559	0.26573	0.316966	0.256289	0.153883	0.23118	0.193322	0.211534	0.172669	0.131177	0.168692	0.152718	0.148902	0.123621	0.184575	0.18311	0.204912	0.192683	0.243978	0.16303	0.237394	0.357772	0.181675	0.239883	0.214318	0.357442	0.267685	0.202218	0.241487	0.141663	0.185259	0.152011	0.201261	0.370822	0.312189	0.23582	0.198154	0.184097	0.255013	0.273663	0.16783	0.227487	0.301989	0.318131	0.183709	0.152749	0.145519	0.154056	0.185152	0.17894	0.180587	0.273766	0.241216	0.160086	0.216667	0.229911	0.264637	0.219894	0.220228	0.202341	0.209321	0.32659	0.244055	0.365682	0.27142	0.328139	0.237826	0.248722	0.227487	0.216371	0.189989	0.185614	0.286704	0.326853	0.214353	0.253384	0.473458	0.009989	0.511277
chr11	86000000	87000000	0.256943	0.258256	0.389225	0.360934	0.340452	0.355908	0.317251	0.243934	0.421905	0.373741	0.242634	0.226893	0.129259	0.214813	0.261967	0.137657	0.165618	0.299087	0.1847	0.169787	0.164094	0.147991	0.201611	0.235616	0.252822	0.258102	0.333047	0.265076	0.176861	0.223494	0.171187	0.183332	0.148867	0.156653	0.188571	0.168394	0.170657	0.147862	0.178534	0.182819	0.189539	0.1848	0.267547	0.183768	0.188693	0.289622	0.203992	0.260723	0.245171	0.284838	0.290036	0.232579	0.257927	0.102232	0.13029	0.105507	0.141095	0.309957	0.236522	0.187466	0.144344	0.146869	0.192111	0.258352	0.149033	0.179136	0.267838	0.225915	0.134821	0.118648	0.112552	0.11671	0.161655	0.188652	0.184729	0.253428	0.278742	0.140206	0.174173	0.252493	0.199193	0.229475	0.234377	0.218059	0.247625	0.328088	0.23455	0.389696	0.294123	0.325348	0.232472	0.272776	0.269191	0.237791	0.227472	0.211288	0.308018	0.34891	0.260316	0.310198	0.4775	0.014205	0.511572
chr11	87000000	88000000	0.200057	0.230226	0.354727	0.300875	0.23061	0.309587	0.279968	0.198803	0.282049	0.32173	0.190788	0.173245	0.099086	0.186107	0.232192	0.110784	0.137304	0.250617	0.115506	0.127835	0.136128	0.115422	0.165195	0.151857	0.23189	0.23318	0.255507	0.202544	0.152029	0.194407	0.146477	0.154426	0.119258	0.123517	0.190826	0.164852	0.145074	0.117781	0.14433	0.144068	0.154466	0.154022	0.243181	0.113907	0.168851	0.22321	0.113816	0.176256	0.219536	0.234735	0.193852	0.143003	0.161	0.072316	0.103506	0.074239	0.114975	0.257534	0.194711	0.158529	0.115307	0.118343	0.161476	0.214629	0.128528	0.152225	0.210893	0.170507	0.121341	0.099808	0.087505	0.086597	0.143577	0.139314	0.1443	0.247836	0.175462	0.09853	0.125175	0.214458	0.159104	0.210449	0.191187	0.166824	0.142908	0.287609	0.206053	0.317729	0.233276	0.28747	0.209296	0.208398	0.176281	0.214157	0.176004	0.171627	0.275587	0.28705	0.170405	0.18607	0.437434	0.012406	0.482168
chr11	88000000	89000000	0.16398	0.175905	0.304462	0.277567	0.213788	0.289711	0.271395	0.196825	0.270755	0.300308	0.19075	0.173499	0.086354	0.16681	0.213028	0.111996	0.125166	0.196019	0.104533	0.115685	0.12379	0.10358	0.14681	0.140613	0.208399	0.212328	0.252973	0.197114	0.152301	0.174643	0.136196	0.146126	0.110805	0.12655	0.187335	0.14998	0.134955	0.107446	0.130945	0.130556	0.147692	0.145775	0.256843	0.095265	0.177626	0.255317	0.112794	0.165784	0.245806	0.257164	0.188814	0.132952	0.152683	0.080755	0.126433	0.087971	0.131312	0.281091	0.224337	0.179479	0.115507	0.1179	0.182627	0.208034	0.127011	0.141922	0.22226	0.213622	0.13371	0.096665	0.093154	0.097178	0.140948	0.154033	0.160377	0.233745	0.153717	0.082147	0.143573	0.187733	0.191243	0.179239	0.160538	0.14683	0.137	0.298216	0.19632	0.295511	0.213472	0.284427	0.203479	0.19325	0.158083	0.20366	0.174715	0.18035	0.229853	0.275935	0.183786	0.209703	0.506392	0.015247	0.534797
chr11	89000000	90000000	0.109572	0.117825	0.194112	0.174058	0.148889	0.196161	0.1789	0.131083	0.196998	0.195046	0.115073	0.103565	0.054548	0.10819	0.133664	0.063242	0.075709	0.128604	0.074613	0.069951	0.076037	0.066386	0.09042	0.102916	0.128046	0.135892	0.152514	0.122995	0.088925	0.105155	0.083858	0.086764	0.067762	0.069486	0.102137	0.089434	0.081208	0.067148	0.085878	0.08544	0.101004	0.100252	0.140989	0.07081	0.100746	0.133422	0.087531	0.11658	0.14747	0.133895	0.146935	0.094897	0.114202	0.04438	0.061726	0.047005	0.070062	0.153097	0.11903	0.104839	0.070535	0.071935	0.096249	0.140227	0.070994	0.091009	0.1235	0.106365	0.073253	0.058386	0.052875	0.050667	0.079712	0.070738	0.076015	0.147707	0.108467	0.051014	0.078206	0.120202	0.096057	0.115721	0.111589	0.108695	0.102666	0.191509	0.125174	0.206688	0.143359	0.185872	0.137014	0.14006	0.110521	0.123299	0.107272	0.104451	0.152142	0.184326	0.113301	0.133476	0.519725	0.018598	0.538372
chr11	90000000	91000000	0.172595	0.196632	0.329527	0.270382	0.229659	0.314046	0.292103	0.192985	0.287156	0.316344	0.169328	0.151079	0.075762	0.161638	0.210133	0.106964	0.122074	0.206101	0.125542	0.100232	0.112059	0.099069	0.142199	0.172996	0.200184	0.21427	0.223257	0.177606	0.14591	0.168587	0.133117	0.134468	0.098776	0.125023	0.169909	0.139718	0.139227	0.116369	0.122652	0.115828	0.13996	0.139711	0.239621	0.112852	0.165973	0.210943	0.145078	0.184037	0.245566	0.211379	0.240307	0.148078	0.201657	0.068797	0.09661	0.066218	0.103523	0.239567	0.181707	0.152637	0.111452	0.112742	0.149601	0.192482	0.115989	0.151235	0.194167	0.15559	0.112399	0.092551	0.076375	0.078315	0.131461	0.128369	0.135569	0.248626	0.171584	0.064689	0.124269	0.189162	0.141457	0.179927	0.16149	0.148676	0.161656	0.295018	0.192764	0.303196	0.214084	0.277002	0.204723	0.196964	0.168643	0.201425	0.175222	0.174066	0.253045	0.290685	0.167184	0.181742	0.511533	0.016151	0.537475
chr11	91000000	92000000	0.178935	0.199507	0.336234	0.32023	0.231804	0.343307	0.3031	0.207149	0.291261	0.334155	0.191392	0.165253	0.086701	0.176521	0.226201	0.115262	0.129487	0.209185	0.139342	0.103749	0.123369	0.107188	0.149969	0.185262	0.220918	0.233461	0.250775	0.197142	0.159481	0.193671	0.133173	0.137946	0.097605	0.129448	0.195982	0.168659	0.143177	0.124447	0.164633	0.162984	0.175983	0.172383	0.246187	0.132635	0.165859	0.203726	0.156715	0.19941	0.22366	0.20882	0.238768	0.164659	0.207154	0.068222	0.097092	0.069849	0.102159	0.237989	0.185165	0.155643	0.116551	0.119858	0.144914	0.216997	0.131654	0.150579	0.195587	0.153039	0.115426	0.100368	0.084222	0.082457	0.142302	0.132582	0.139089	0.255257	0.19252	0.068216	0.122499	0.199044	0.149306	0.191976	0.191772	0.175301	0.176291	0.327522	0.227858	0.340671	0.245924	0.310025	0.230315	0.219025	0.179614	0.22755	0.187982	0.191267	0.250245	0.309071	0.178735	0.197392	0.495577	0.013681	0.524184
chr11	92000000	93000000	0.22024	0.242728	0.37425	0.346958	0.263857	0.350176	0.31251	0.266039	0.313103	0.365175	0.233861	0.21565	0.110357	0.206548	0.261608	0.154383	0.152448	0.273569	0.159875	0.133468	0.146407	0.128196	0.174754	0.216022	0.248406	0.266671	0.310693	0.251297	0.202634	0.219148	0.153713	0.163485	0.121067	0.184196	0.284976	0.245422	0.203567	0.180175	0.214085	0.21634	0.236089	0.224398	0.326421	0.157548	0.182998	0.231644	0.172293	0.226417	0.278174	0.23654	0.245192	0.194839	0.210094	0.079613	0.112711	0.080112	0.12163	0.281656	0.214733	0.177981	0.140888	0.136061	0.162831	0.232225	0.155454	0.172049	0.227695	0.179817	0.130914	0.11791	0.100318	0.093879	0.164341	0.175836	0.177102	0.267045	0.228786	0.093119	0.140593	0.229448	0.17062	0.220767	0.222747	0.20196	0.198316	0.375824	0.279907	0.370165	0.299735	0.365094	0.268616	0.256687	0.204088	0.303515	0.254117	0.240468	0.289206	0.364806	0.187219	0.21409	0.485806	0.012625	0.519058
chr11	93000000	94000000	0.231774	0.227325	0.367423	0.353465	0.29383	0.347874	0.300177	0.218795	0.324691	0.359303	0.231003	0.210734	0.130363	0.212169	0.259916	0.121001	0.162312	0.259526	0.13702	0.163668	0.170167	0.144003	0.187491	0.159401	0.256716	0.266214	0.314571	0.250592	0.161858	0.228321	0.166836	0.181941	0.143062	0.125927	0.181879	0.163354	0.152535	0.129181	0.190667	0.197308	0.201132	0.190479	0.22986	0.137445	0.202803	0.273	0.127117	0.197482	0.194235	0.293591	0.195861	0.161948	0.17771	0.09589	0.140956	0.109941	0.160293	0.315179	0.255298	0.202879	0.164749	0.157259	0.192932	0.259123	0.175391	0.192935	0.242848	0.235444	0.152419	0.134194	0.127084	0.118942	0.181637	0.178049	0.173637	0.26256	0.210617	0.128647	0.177692	0.239335	0.217305	0.222132	0.213672	0.197173	0.162805	0.329711	0.246321	0.356151	0.273764	0.333784	0.245327	0.242543	0.176445	0.228571	0.198388	0.181371	0.278956	0.328666	0.199696	0.235203	0.463602	0.01232	0.504128
chr11	94000000	95000000	0.255693	0.264084	0.404071	0.381044	0.341048	0.359477	0.325428	0.23612	0.376136	0.389865	0.244184	0.229386	0.159052	0.237608	0.28454	0.130684	0.192441	0.300856	0.161522	0.198143	0.203889	0.176144	0.232145	0.184956	0.282371	0.28724	0.334041	0.266456	0.180618	0.253484	0.201109	0.221207	0.183657	0.149326	0.209133	0.191925	0.172973	0.140387	0.212512	0.214445	0.210129	0.207137	0.265616	0.152158	0.231535	0.320994	0.160813	0.230386	0.230399	0.303296	0.239991	0.196604	0.204269	0.116549	0.163304	0.130604	0.186903	0.356338	0.294409	0.232171	0.204241	0.194194	0.227599	0.284733	0.185222	0.233629	0.279012	0.276403	0.175409	0.157799	0.140146	0.138335	0.198755	0.213674	0.20891	0.274929	0.243115	0.175905	0.198188	0.262802	0.254264	0.249228	0.247775	0.235126	0.193869	0.355132	0.266578	0.401996	0.285062	0.345682	0.259503	0.282825	0.222841	0.248402	0.216125	0.205871	0.311205	0.339578	0.239219	0.284114	0.470347	0.01008	0.509918
